GeneSet	DESC	GeneSet,Genes
TMCO6	TMCO6	TMCO6,TNPO2,RANBP6,FAM53C,IPO4,TNPO3,IPO13,IPO11,CSE1L,IPO9,RANBP17
TMED1	TMED1	TMED1,CNIH1,USO1,SEC23IP,TMED6,TMED3,ARFRP1,TMED7,GBF1,YIF1A,TMED5
TMED10	TMED10	TMED10,ERGIC3,SURF4,SEC24A,TMED9,LMAN2,COPZ2,COPG2,COPB2,SEC22B,SEC16B
TMED2	TMED2	TMED2,SEC24B,TMED10,SEC16A,RAB29,SCFD1,SEC24D,PEF1,SEC24C,LMAN1,GOLPH3
TMED3	TMED3	TMED3,TMED7,TMED6,YIF1A,ERGIC1,SEC23IP,RAB2A,GOSR2,TMED5,ERGIC2,YIPF4
TMED4	TMED4	TMED4,TFG,GOLT1B,TEX261,C18orf32,ZDHHC13,TMED1,STX18,SEC22B,TMEM9B,TRIM59
TMED5	TMED5	TMED5,YIF1A,TMED3,TMED7,TMED6,SEC23IP,LMAN2L,CNIH4,ERGIC1,COPB1,YIPF4
TMED6	TMED6	TMED6,TMED7,TMED3,ERGIC1,YIF1A,SEC23IP,CNIH4,ERGIC2,YIPF4,GOSR2,SEC31A
TMED7	TMED7	TMED7,TMED6,TMED3,ERGIC1,YIF1A,SEC23IP,ERGIC2,GOSR2,CNIH4,RAB2A,YIPF4
TMED8	TMED8	TMED8,AARD,C6orf47,TTC32,PCED1B,ANKRD36B,ANKRD29,FBXO16,TTC33,PCED1A,C2orf68
TMED9	TMED9	TMED9,SURF4,LMAN1,SEC16B,TMED10,SEC16A,TMED7,TMED6,SEC24A,LMAN2,ERGIC3
TMEFF1	TMEFF1	TMEFF1,UNC79,IFITM10,TMEM202,SMIM23,SIRPB2,POTED,ANKRD20A1,GYPE,TSPAN19,CSMD2
TMEFF2	TMEFF2	TMEFF2,CD151,PLET1,PODN,FRMD5,EPPK1,PODXL,CORO2B,MMRN2,LPXN,RCC2
TMEM100	TMEM100	TMEM100,ACVRL1,TIE1,BMPER,GDF2,ANGPT4,JAG1,EGFL7,CCM2,ENG,EPHA2
TMEM101	TMEM101	TMEM101,LURAP1L,TMEM9B,C18orf32,ANKRD42,LURAP1,IRAK1BP1,UNC5CL,CARD19,COMMD6,RTKN2
TMEM102	TMEM102	TMEM102,SIRPG,CASS4,SKAP1,CD44,EPHA1,TNFRSF18,TNFSF18,ITGA6,TNFSF14,TNFSF9
TMEM104	TMEM104	TMEM104,TMEM268,TMEM125,PCNX2,TMEM132B,TMEM132C,TMEM131,PTCHD4,DIP2C,TTC9B,IQCH
TMEM106A	TMEM106A	TMEM106A,IL33,IL17A,RELA,LILRA5,C1QTNF4,BCL10,IL1A,LURAP1,PLA2G1B,ZBTB20
TMEM106B	TMEM106B	TMEM106B,TMEM9,TMEM175,ATP6V0A1,CLN3,ATP6V1D,LAMP1,SNAPIN,ATP6V1H,ATP6V0C,PLEKHF1
TMEM106C	TMEM106C	TMEM106C,SMCO4,TMEM51,TMEM54,TMEM207,TMEM205,TMEM128,TMEM121,MFSD11,ERMARD,LRIT1
TMEM107	TMEM107	TMEM107,CC2D2A,TMEM231,IFT52,CEP290,CDK20,B9D1,TBC1D32,IFT140,TCTN1,IFT122
TMEM108	TMEM108	TMEM108,ZFYVE27,GRIP1,PICK1,SH3GL3,HAP1,LRP8,DLG4,LRRC7,DNM3,BDNF
TMEM109	TMEM109	TMEM109,BCL2A1,ARMC10,TPT1,SLC35F6,NDRG1,GML,TMC8,MCL1,TRIAP1,BNIP2
TMEM11	TMEM11	TMEM11,MSTO1,ATAD3B,CLUH,ARMC1,ATAD3C,MTX3,MTFR1,MRPL48,MIGA1,MRPL38
TMEM114	TMEM114	TMEM114,CLDND1,CLDND2,LRRC3,MFSD13A,SUSD3,NPDC1,CCDC70,TMEM233,GYPC,STEAP1B
TMEM115	TMEM115	TMEM115,LMAN2,COPB2,COPE,ERGIC3,COG4,RAB6B,ARF5,ARF3,COG3,COPZ1
TMEM116	TMEM116	TMEM116,STOML3,DEPDC7,TMEM245,CYYR1,SMIM24,TMEM132B,TMEM132C,TMEM125,PCNX2,TMEM268
TMEM117	TMEM117	TMEM117,TXNDC12,SHISA5,BCL2L14,BBC3,RNF183,IFI27L1,CDIP1,BNIP1,TMEM214,GRINA
TMEM119	TMEM119	TMEM119,NELL1,ECM1,BMPR1B,FAM20C,AXIN2,FSTL3,SUCO,BMP1,PKDCC,SOX8
TMEM120A	TMEM120A	TMEM120A,TMC3,TMC7,PIEZO2,TMEM150C,TRPA1,TMC4,TMC5,SLC22A23,TMEM120B,CALHM1
TMEM120B	TMEM120B	TMEM120B,PXMP2,PXMP4,NRM,PRRG4,AGFG2,TMEM120A,TMEM143,TMC6,CHIC2,LRRC34
TMEM121	TMEM121	TMEM121,TMEM51,TMEM54,TMEM128,SMCO4,MFSD11,TMEM205,TMEM207,C22orf23,ANKRD40,KIAA0930
TMEM123	TMEM123	TMEM123,DCBLD1,PAQR6,STAP2,ANTXRL,PAQR9,STEAP1B,GPA33,TMEM233,EVI2A,LRRC3
TMEM125	TMEM125	TMEM125,TMEM268,PCNX2,TMEM104,TMEM132B,TMEM132C,TMEM131,PTCHD4,DIP2C,TTC9B,IQCH
TMEM126A	TMEM126A	TMEM126A,ECSIT,TOMM6,TMEM223,RPL24,TIMM21,TIMM9,TOMM5,CAMKMT,COX18,TIMM10
TMEM126B	TMEM126B	TMEM126B,TMEM186,NDUFAF8,LYRM2,NDUFAF3,UQCC1,SDHAF4,SDHAF1,LYRM7,COA1,FOXRED1
TMEM127	TMEM127	TMEM127,LAPTM4B,SH3BP4,SNX13,AGAP2,SNX25,PACSIN3,LAMTOR4,TBC1D14,ARHGAP10,CLEC16A
TMEM128	TMEM128	TMEM128,TMEM51,TMEM54,SMCO4,MFSD11,TMEM121,TMEM205,TMEM207,C22orf23,ANKRD40,KIAA0930
TMEM129	TMEM129	TMEM129,OS9,UBE2J2,UBE4A,DERL1,RNF5,RNF123,UBE2G2,RNF133,JKAMP,HERPUD1
TMEM130	TMEM130	TMEM130,MANSC1,SLC35G2,RNF24,GCC1,S100A3,GIMAP1,C11orf24,GOLGA3,JAKMIP2,FAM114A1
TMEM131	TMEM131	TMEM131,TMEM268,TMEM125,PCNX2,TMEM104,TMEM132B,TMEM132C,PTCHD4,DIP2C,TTC9B,IQCH
TMEM131L	TMEM131L	TMEM131L,TMEM170B,TPBGL,TMEM198,ANKRD6,LMBR1L,SHISA3,TMEM196,KREMEN2,APCDD1L,CSNK1A1L
TMEM132A	TMEM132A	TMEM132A,NKD2,PLEKHA4,TRABD2A,TMEM198,ANKRD6,JRK,FRAT1,TRABD2B,TMEM170B,SFRP4
TMEM132B	TMEM132B	TMEM132B,TMEM268,TMEM125,PCNX2,TMEM104,TMEM132C,TMEM131,PTCHD4,DIP2C,TTC9B,IQCH
TMEM132C	TMEM132C	TMEM132C,TMEM268,TMEM125,PCNX2,TMEM104,TMEM132B,TMEM131,PTCHD4,DIP2C,TTC9B,IQCH
TMEM132D	TMEM132D	TMEM132D,C2orf74,CTXN3,EVA1B,LDLRAD1,GINM1,TMEM69,TMEM61,TMEM60,SLC35G5,C20orf141
TMEM132E	TMEM132E	TMEM132E,NRSN2,NRSN1,GPRIN2,GPRIN3,GPRIN1,UNC5A,IGSF9B,ISLR2,SCRG1,MAMDC2
TMEM134	TMEM134	TMEM134,MRFAP1,MYADML2,NMRAL1,C4orf46,KLHL11,CCDC43,FBXW9,BSDC1,DNAJC12,TPD52L3
TMEM135	TMEM135	TMEM135,OPA3,NNT,PEX11A,UCP3,LETMD1,MPV17,CHCHD2,PINK1,UQCC2,CAMKMT
TMEM138	TMEM138	TMEM138,ERICH3,CFAP126,CEP78,HYLS1,WDR90,FAM149B1,CCDC28B,TTC29,CFAP46,B9D2
TMEM139	TMEM139	TMEM139,C2orf74,CTXN3,EVA1B,LDLRAD1,GINM1,TMEM69,TMEM61,TMEM60,SLC35G5,C20orf141
TMEM140	TMEM140	TMEM140,C2orf74,CTXN3,EVA1B,LDLRAD1,GINM1,TMEM69,TMEM61,TMEM60,SLC35G5,C20orf141
TMEM141	TMEM141	TMEM141,C2orf74,CTXN3,EVA1B,LDLRAD1,GINM1,TMEM69,TMEM61,TMEM60,SLC35G5,C20orf141
TMEM143	TMEM143	TMEM143,TMEM51,TMEM207,TMEM54,TMEM205,TMEM121,SMCO4,MFSD11,TMEM128,LRRC23,FAM210A
TMEM144	TMEM144	TMEM144,MFSD3,MFSD14B,MFSD4A,SVOPL,MFSD9,SLC35E4,SLC35E1,SLC25A48,SLC45A4,SLC15A5
TMEM145	TMEM145	TMEM145,GPR180,VN1R4,VN1R2,VN1R1,GNG8,MRGPRF,MRGPRG,MRGPRE,GPR153,MRGPRX4
TMEM147	TMEM147	TMEM147,NOMO2,WDR83OS,NOMO1,REEP1,SSR2,UNC50,SEC62,EMC2,EMC8,SEC22C
TMEM14A	TMEM14A	TMEM14A,PRELID1,MPV17L,NAIF1,RNF122,STPG1,AVEN,PTRH2,SLC35F6,HRK,IFI27L1
TMEM14B	TMEM14B	TMEM14B,BTBD3,TRNP1,DNAJC30,TUBB2A,CYB5D2,CRIP2,TACC2,CABLES1,TMEM14C,ROGDI
TMEM14C	TMEM14C	TMEM14C,ABCB10,COX15,SLC25A38,FLVCR1,SLC48A1,FLVCR2,IBA57,SLC25A39,SLC25A37,ABCB6
TMEM150A	TMEM150A	TMEM150A,TTC7B,EFR3B,EFR3A,PITPNM3,INPP4A,INPP4B,DAPP1,CDIPT,PITPNM2,ISYNA1
TMEM150B	TMEM150B	TMEM150B,TM9SF1,EVA1A,TECPR1,DNAJC16,LIX1L,DRAM1,ARRDC5,TMEM74,LIX1,EHBP1
TMEM150C	TMEM150C	TMEM150C,PIEZO2,TMC7,TMC3,TMEM120A,TMC4,TMC5,TMC2,MCOLN3,TRPA1,PIEZO1
TMEM151A	TMEM151A	TMEM151A,PHTF2,KLHL14,TMEM247,C4orf3,TRIQK,TMEM235,CPED1,PHTF1,CREG2,MXRA7
TMEM151B	TMEM151B	TMEM151B,CCDC188,CCDC168,ERVV-2,FAM162B,TMEM156,MFSD6L,FAM171B,FAM171A2,MS4A4E,FAM187B
TMEM154	TMEM154	TMEM154,C2orf74,CTXN3,EVA1B,LDLRAD1,GINM1,TMEM69,TMEM61,TMEM60,SLC35G5,C20orf141
TMEM156	TMEM156	TMEM156,CCDC188,CCDC168,ERVV-2,FAM162B,MFSD6L,FAM171B,FAM171A2,MS4A4E,FAM187B,FAM187A
TMEM158	TMEM158	TMEM158,TMEM243,ITPRIPL1,EVA1B,TEX29,TMEM69,NXPE2,C16orf54,LSMEM1,LSMEM2,PLXDC2
TMEM160	TMEM160	TMEM160,TMEM177,CCDC90B,CMC2,C10orf67,MCCD1,STARD7,FAM169A,ARL6IP6,C14orf119,TIMMDC1
TMEM161A	TMEM161A	TMEM161A,TRIM16,GDAP2,TRIML2,TP53I13,COPS9,DCUN1D3,PRAP1,SRXN1,CDKN2AIP,SCARA3
TMEM161B	TMEM161B	TMEM161B,POPDC2,KCNH6,RANGRF,KCNH2,HCN4,NKAIN2,NKAIN3,SCN10A,POPDC3,SNTA1
TMEM163	TMEM163	TMEM163,SLC30A3,DYTN,MAL2,SLC30A2,SYNDIG1,SLC30A4,SLC30A7,AMPH,EEA1,DTNB
TMEM165	TMEM165	TMEM165,ATP13A1,ATP2C1,TUSC3,LETM1,SLC10A7,SLC24A5,MCOLN1,SLC8B1,ATP13A4,ATP8B2
TMEM167A	TMEM167A	TMEM167A,TMEM167B,TVP23A,TVP23B,TVP23C,RAB36,ARL4D,ARFGAP3,VPS45,CDR2L,ARL17A
TMEM167B	TMEM167B	TMEM167B,TMEM167A,TVP23B,TVP23A,CHIC2,RAB36,TJAP1,TMEM130,ICA1L,SLC35E1,YIPF3
TMEM168	TMEM168	TMEM168,RNF215,RNF150,HERC3,NEDD4L,RNF148,TRIM2,HECW2,RNF145,PSMD3,WDR91
TMEM169	TMEM169	TMEM169,CCDC188,CCDC168,ERVV-2,FAM162B,TMEM156,MFSD6L,FAM171B,FAM171A2,MS4A4E,FAM187B
TMEM17	TMEM17	TMEM17,TCTN2,TMEM216,TMEM80,TXNDC15,ARMC9,DZIP1L,EVC2,TCTN3,TTC23,KIAA0586
TMEM170A	TMEM170A	TMEM170A,REEP4,REEP3,NUP205,LMNB1,NUP58,NUP210,LMNB2,NUP93,POM121,NUP188
TMEM170B	TMEM170B	TMEM170B,APCDD1L,SHISA3,TPBGL,DKK2,TMEM88,AMER3,TMEM88B,TMEM198,SHISA2,PLEKHA4
TMEM171	TMEM171	TMEM171,C2orf74,CTXN3,EVA1B,LDLRAD1,GINM1,TMEM69,TMEM61,TMEM60,SLC35G5,C20orf141
TMEM174	TMEM174	TMEM174,TLCD1,SLC34A3,SLC34A2,SLC35G1,PPP6R3,TTC7A,SNX22,ESYT1,SNX11,NKAIN4
TMEM175	TMEM175	TMEM175,TMEM106B,TMEM9,ATP6V0B,ATP6V1H,SPNS1,ATP6V0C,ATP12A,ATP6V1E1,ATP6V0D2,ATP6V0A4
TMEM176A	TMEM176A	TMEM176A,TMEM176B,PTCRA,TCTA,PVRIG,TIGIT,DDIT4L,TRAFD1,TM4SF20,PALMD,CLEC4A
TMEM176B	TMEM176B	TMEM176B,TMEM176A,PALMD,PTCRA,LST1,DGCR6,TES,PLEKHB2,SKAP2,TCTA,DCSTAMP
TMEM177	TMEM177	TMEM177,TMEM160,CCDC90B,STARD7,C10orf67,CMC2,MCCD1,FAM169A,ARL6IP6,C14orf119,TIMMDC1
TMEM178A	TMEM178A	TMEM178A,TCTA,TMEM64,SLC35G1,GRINA,SIGLEC15,DCSTAMP,MCTP1,TMEM53,TM4SF20,ERFE
TMEM178B	TMEM178B	TMEM178B,CCDC188,CCDC168,ERVV-2,FAM162B,TMEM156,MFSD6L,FAM171B,FAM171A2,MS4A4E,FAM187B
TMEM179	TMEM179	TMEM179,CCDC188,CCDC168,ERVV-2,FAM162B,TMEM156,MFSD6L,FAM171B,FAM171A2,MS4A4E,FAM187B
TMEM179B	TMEM179B	TMEM179B,BRI3,GLIPR1,ARL14EP,MS4A3,IGFLR1,SMAGP,HDHD3,FAM193B,LRRC45,PHF7
TMEM18	TMEM18	TMEM18,TCP11L2,CCDC25,NOSTRIN,AVL9,CABLES1,SH3D21,ZMYM6,SH3GLB2,SLFN5,KIAA0319L
TMEM181	TMEM181	TMEM181,TMEM243,FAM163B,TMEM171,SLC35G5,TMEM252,TMEM248,TMEM239,TMEM132D,EVA1B,SMIM12
TMEM182	TMEM182	TMEM182,MYMK,PTGFRN,EID2B,CAVIN4,IFRD1,XIRP1,SPEG,SGCA,VAMP5,RPL3L
TMEM183A	TMEM183A	TMEM183A,FBXL12,FBXO39,FBXO48,SPSB3,FBXL8,FBXL16,FBXO15,FBXO42,FBXO25,RNF225
TMEM184A	TMEM184A	TMEM184A,CACFD1,RAB5B,SNX11,SFT2D2,YIPF1,SFT2D1,ARRDC2,RAB5C,PLEKHF2,YIPF2
TMEM184B	TMEM184B	TMEM184B,TMEM184C,MFSD9,SVOPL,SLC35F2,SLC22A25,SLC22A10,MFSD14B,MFSD3,SPNS3,SLC25A45
TMEM184C	TMEM184C	TMEM184C,TMEM184B,MFSD9,SVOPL,SLC35F2,SLC22A25,SLC22A10,MFSD14B,MFSD3,SPNS3,SLC25A45
TMEM185B	TMEM185B	TMEM185B,CCDC188,CCDC168,ERVV-2,FAM162B,TMEM156,MFSD6L,FAM171B,FAM171A2,MS4A4E,FAM187B
TMEM186	TMEM186	TMEM186,LYRM2,NDUFAF8,NDUFAF3,UQCC1,COA1,SDHAF1,FOXRED1,TMEM126B,LYRM7,HIGD1C
TMEM19	TMEM19	TMEM19,C2orf74,CTXN3,EVA1B,LDLRAD1,GINM1,TMEM69,TMEM61,TMEM60,SLC35G5,C20orf141
TMEM190	TMEM190	TMEM190,HEATR9,SLC7A6OS,TMEM91,WDR7,MORN2,ARL11,CCIN,ARMC6,SPATA25,SPATA31A7
TMEM191B	TMEM191B	TMEM191B,CCDC188,CCDC168,ERVV-2,FAM162B,TMEM156,MFSD6L,FAM171B,FAM171A2,MS4A4E,FAM187B
TMEM191C	TMEM191C	TMEM191C,CCDC188,CCDC168,ERVV-2,FAM162B,TMEM156,MFSD6L,FAM171B,FAM171A2,MS4A4E,FAM187B
TMEM192	TMEM192	TMEM192,TGOLN2,C11orf24,PHF7,GOLGA3,ANGEL1,COMMD4,MLANA,FAM114A1,ARL14EP,MS4A4A
TMEM196	TMEM196	TMEM196,PRAMEF18,PRAMEF2,PRAMEF19,PRAMEF26,PRAMEF25,PRAMEF27,PRAMEF20,PRAMEF8,PRAMEF7,PRAMEF5
TMEM198	TMEM198	TMEM198,ANKRD6,PLEKHA4,TMEM170B,FAM53B,TPBGL,CSNK1G1,JRK,CSNK1G3,AMER3,LYPD6
TMEM199	TMEM199	TMEM199,CCDC115,ATP6V1A,ATP6V1G1,ATP6V0A2,ATP6V0D1,CYB561A3,CYBRD1,ATP6V0B,CYB561,SLC22A17
TMEM200A	TMEM200A	TMEM200A,C2orf74,CTXN3,EVA1B,LDLRAD1,GINM1,TMEM69,TMEM61,TMEM60,SLC35G5,C20orf141
TMEM200B	TMEM200B	TMEM200B,CCDC188,CCDC168,ERVV-2,FAM162B,TMEM156,MFSD6L,FAM171B,FAM171A2,MS4A4E,FAM187B
TMEM200C	TMEM200C	TMEM200C,CCDC188,CCDC168,ERVV-2,FAM162B,TMEM156,MFSD6L,FAM171B,FAM171A2,MS4A4E,FAM187B
TMEM201	TMEM201	TMEM201,SUN2,STARD9,SH3D21,MISP,TNS1,TCP11L2,KIFC2,ARPC5,FAM110C,FAM110A
TMEM202	TMEM202	TMEM202,UNC79,IFITM10,SMIM23,SIRPB2,POTED,ANKRD20A1,TMEFF1,GYPE,TSPAN19,CSMD2
TMEM203	TMEM203	TMEM203,SLC35G1,STIM2,GRINA,DHRS7C,RMDN3,SARAF,SV2A,TPCN2,TMCO1,CALR3
TMEM204	TMEM204	TMEM204,TIE1,FLT4,CLEC14A,RAMP2,SVEP1,JCAD,ADGRA2,EPN2,GAB1,AAMP
TMEM205	TMEM205	TMEM205,TMEM51,TMEM54,TMEM128,SMCO4,MFSD11,TMEM121,TMEM207,C22orf23,ANKRD40,KIAA0930
TMEM207	TMEM207	TMEM207,TMEM51,TMEM54,TMEM128,SMCO4,MFSD11,TMEM121,TMEM205,C22orf23,ANKRD40,KIAA0930
TMEM208	TMEM208	TMEM208,TECPR2,EVA1A,DRAM1,LIX1,RAB24,TECPR1,TMEM74,CISD2,TM9SF1,SBF2
TMEM209	TMEM209	TMEM209,NEMP2,FAM234B,C2CD2,RESP18,TMEM89,SYNDIG1L,NUP210L,FAXC,CD164L2,TMEM247
TMEM210	TMEM210	TMEM210,CCDC188,CCDC168,ERVV-2,FAM162B,TMEM156,MFSD6L,FAM171B,FAM171A2,MS4A4E,FAM187B
TMEM212	TMEM212	TMEM212,CCDC188,CCDC168,ERVV-2,FAM162B,TMEM156,MFSD6L,FAM171B,FAM171A2,MS4A4E,FAM187B
TMEM213	TMEM213	TMEM213,CCDC188,CCDC168,ERVV-2,FAM162B,TMEM156,MFSD6L,FAM171B,FAM171A2,MS4A4E,FAM187B
TMEM214	TMEM214	TMEM214,IFI27L2,PDCD2L,TP53AIP1,GIMAP8,BNIP1,IFI27L1,TOPAZ1,HS1BP3,BCAP29,C19orf12
TMEM215	TMEM215	TMEM215,ISM1,ST7L,TP53I11,MYDGF,KRIT1,ECSCR,NOX5,VASH1,RHOJ,SEMA6A
TMEM216	TMEM216	TMEM216,B9D2,TMEM80,TMEM17,HYLS1,FAM149B1,WDR90,CEP89,TBC1D31,CCDC28B,POC1A
TMEM217	TMEM217	TMEM217,CCDC188,CCDC168,ERVV-2,FAM162B,TMEM156,MFSD6L,FAM171B,FAM171A2,MS4A4E,FAM187B
TMEM218	TMEM218	TMEM218,ANKS3,ANKMY2,CYS1,KIAA1549,LRRC56,TMEM262,RSPH3,FAM149B1,SNTN,CCDC28B
TMEM219	TMEM219	TMEM219,PDCD2L,IFI27L1,LGALS14,BLCAP,BCL2L15,EMP3,RELT,CARD6,KLLN,HS1BP3
TMEM220	TMEM220	TMEM220,C2orf74,CTXN3,EVA1B,LDLRAD1,GINM1,TMEM69,TMEM61,TMEM60,SLC35G5,C20orf141
TMEM221	TMEM221	TMEM221,CCDC188,CCDC168,ERVV-2,FAM162B,TMEM156,MFSD6L,FAM171B,FAM171A2,MS4A4E,FAM187B
TMEM222	TMEM222	TMEM222,TMEM243,TMEM239,CMTM4,TMEM248,TMEM252,FAM174A,TMEM267,KRTCAP3,TEX29,CTXN3
TMEM223	TMEM223	TMEM223,COX20,COX16,COX14,TACO1,COA5,COA1,COA3,SMIM20,PET100,PET117
TMEM225	TMEM225	TMEM225,TEX22,SPATA1,CD164L2,C10orf105,LRRN4CL,UPK3BL1,ITPRIPL2,TMEM221,TMEM269,TMEM238
TMEM225B	TMEM225B	TMEM225B,C2orf74,CTXN3,EVA1B,LDLRAD1,GINM1,TMEM69,TMEM61,TMEM60,SLC35G5,C20orf141
TMEM229A	TMEM229A	TMEM229A,CCDC188,CCDC168,ERVV-2,FAM162B,TMEM156,MFSD6L,FAM171B,FAM171A2,MS4A4E,FAM187B
TMEM229B	TMEM229B	TMEM229B,NAALADL2,DEFB131A,DEFB108B,DEFB112,IFI44,FER1L6,DEFB129,GKN2,DEFB115,PTPRCAP
TMEM230	TMEM230	TMEM230,AP3S2,CACFD1,AP3B2,AP3M2,STX6,STX16,VAMP4,VTI1A,STX10,SNAPIN
TMEM231	TMEM231	TMEM231,B9D1,TCTN1,CC2D2A,TBC1D32,WDR19,CDK20,C2CD3,TMEM107,RPGRIP1L,WDPCP
TMEM232	TMEM232	TMEM232,CATSPERD,SPATA19,C2CD6,DRC7,CATSPERZ,SPEM1,CATSPERE,EFCAB9,CATSPERG,TTC21A
TMEM233	TMEM233	TMEM233,NPDC1,SUSD3,CLDND2,LRRC3,CCDC70,MFSD13A,STEAP1B,GYPC,TMEM139,TMEM141
TMEM234	TMEM234	TMEM234,C2orf74,CTXN3,EVA1B,LDLRAD1,GINM1,TMEM69,TMEM61,TMEM60,SLC35G5,C20orf141
TMEM235	TMEM235	TMEM235,PHTF2,C4orf3,TRIQK,TMEM247,CPED1,TMEM151A,PHTF1,CREG2,KLHL14,TSPAN11
TMEM236	TMEM236	TMEM236,C2orf74,CTXN3,EVA1B,LDLRAD1,GINM1,TMEM69,TMEM61,TMEM60,SLC35G5,C20orf141
TMEM237	TMEM237	TMEM237,KIAA0586,AMER3,TXNDC15,PRICKLE2,NPHP4,CELSR2,INVS,TBC1D16,APCDD1L,PLEKHA4
TMEM238	TMEM238	TMEM238,CCDC188,CCDC168,ERVV-2,FAM162B,TMEM156,MFSD6L,FAM171B,FAM171A2,MS4A4E,FAM187B
TMEM239	TMEM239	TMEM239,C2orf74,CTXN3,EVA1B,LDLRAD1,GINM1,TMEM69,TMEM61,TMEM60,SLC35G5,C20orf141
TMEM240	TMEM240	TMEM240,SYNGR4,PRIMA1,LRRTM4,SLC35F5,TMEM178B,SLC35F4,RGSL1,FAM171B,FAM171A2,FAM187B
TMEM241	TMEM241	TMEM241,SLC35A3,SLC35D1,SLC35B4,GNPNAT1,SLC35B1,DPAGT1,UGT3A1,AMDHD2,SLC35D2,SLC35E1
TMEM242	TMEM242	TMEM242,ATPAF1,ATPAF2,TMEM70,TMEM186,NDUFAF8,LYRM2,UQCC1,NDUFAF3,FMC1,DNAJC30
TMEM243	TMEM243	TMEM243,TMEM236,TM4SF18,TMEM220,STUM,CCDC107,TMEM132D,TM4SF19,LEMD1,KIAA2013,TMCO4
TMEM244	TMEM244	TMEM244,CCDC188,CCDC168,ERVV-2,FAM162B,TMEM156,MFSD6L,FAM171B,FAM171A2,MS4A4E,FAM187B
TMEM245	TMEM245	TMEM245,SMIM24,CYYR1,TMEM131,PTCHD4,TMEM104,TMEM132C,PCNX2,TMEM125,TMEM132B,TMEM268
TMEM247	TMEM247	TMEM247,PHTF2,C4orf3,TRIQK,CPED1,FAXC,TMEM235,CTXN2,FNDC10,KIAA0040,VSTM2B
TMEM248	TMEM248	TMEM248,C2orf74,CTXN3,EVA1B,LDLRAD1,GINM1,TMEM69,TMEM61,TMEM60,SLC35G5,C20orf141
TMEM249	TMEM249	TMEM249,CATSPERE,CATSPERB,CATSPERG,CATSPERZ,CATSPERD,C2CD6,EFCAB9,ACTRT3,MORN5,TMEM225
TMEM25	TMEM25	TMEM25,TM4SF20,ITM2C,VSTM2L,MMD,LZTS1,TSPAN17,TSPAN1,CNPY4,TMEM98,CTSA
TMEM250	TMEM250	TMEM250,MARCKSL1,CCDC88B,DRG1,CSPP1,EVI5,TBC1D2,CCDC117,MAPRE3,TBC1D30,ARL2
TMEM252	TMEM252	TMEM252,C2orf74,CTXN3,EVA1B,LDLRAD1,GINM1,TMEM69,TMEM61,TMEM60,SLC35G5,C20orf141
TMEM253	TMEM253	TMEM253,CCDC188,CCDC168,ERVV-2,FAM162B,TMEM156,MFSD6L,FAM171B,FAM171A2,MS4A4E,FAM187B
TMEM254	TMEM254	TMEM254,C2orf74,CTXN3,EVA1B,LDLRAD1,GINM1,TMEM69,TMEM61,TMEM60,SLC35G5,C20orf141
TMEM255B	TMEM255B	TMEM255B,C2orf74,CTXN3,EVA1B,LDLRAD1,GINM1,TMEM69,TMEM61,TMEM60,SLC35G5,C20orf141
TMEM256	TMEM256	TMEM256,TSPAN3,NXPE4,SBSN,FAM151A,VMO1,FAM234A,C19orf18,TMEM52B,C5orf46,GSTCD
TMEM258	TMEM258	TMEM258,MLEC,DDOST,OST4,STT3B,RPN1,OSTC,RPN2,ALG14,DERL3,RFT1
TMEM259	TMEM259	TMEM259,SEL1L2,TMEM33,HERPUD1,RNFT2,TTC23L,ERLEC1,UBXN4,QRICH1,DNAJB9,TMX1
TMEM26	TMEM26	TMEM26,CCDC188,CCDC168,ERVV-2,FAM162B,TMEM156,MFSD6L,FAM171B,FAM171A2,MS4A4E,FAM187B
TMEM260	TMEM260	TMEM260,TMTC1,TMTC2,POMT1,ALG11,ALG9,ALG3,ALG1,ALG1L2,TMTC3,ALG2
TMEM262	TMEM262	TMEM262,TMEM218,DYDC1,ANKS3,RSPH3,CYS1,ANKMY2,LRRC56,DRC3,SNTN,FAM149B1
TMEM263	TMEM263	TMEM263,CCDC188,CCDC168,ERVV-2,FAM162B,TMEM156,MFSD6L,FAM171B,FAM171A2,MS4A4E,FAM187B
TMEM265	TMEM265	TMEM265,CCDC188,CCDC168,ERVV-2,FAM162B,TMEM156,MFSD6L,FAM171B,FAM171A2,MS4A4E,FAM187B
TMEM266	TMEM266	TMEM266,ASAP2,ZMYND19,TMEM222,SMIM1,STAP2,DMWD,TMEM134,IZUMO3,REM2,ANTXRL
TMEM267	TMEM267	TMEM267,C2orf74,CTXN3,EVA1B,LDLRAD1,GINM1,TMEM69,TMEM61,TMEM60,SLC35G5,C20orf141
TMEM268	TMEM268	TMEM268,TMEM125,PCNX2,TMEM104,TMEM132B,TMEM132C,TMEM131,PTCHD4,DIP2C,TTC9B,IQCH
TMEM269	TMEM269	TMEM269,CCDC188,CCDC168,ERVV-2,FAM162B,TMEM156,MFSD6L,FAM171B,FAM171A2,MS4A4E,FAM187B
TMEM270	TMEM270	TMEM270,CCDC188,CCDC168,ERVV-2,FAM162B,TMEM156,MFSD6L,FAM171B,FAM171A2,MS4A4E,FAM187B
TMEM30A	TMEM30A	TMEM30A,ATP8A1,TMEM30B,ABCA3,ATP9A,ATP8B1,ATP11A,ABCA13,EHD1,ATP10A,ATRAID
